OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
361,2018,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,WHI,,Monday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,9/17/2019 5:00:00 AM,9/16/2019 5:00:00 AM,2019,"MEADOWLANDS DR, NESS ST",West,5050020.02,Evening,Sean Devine,700,2100,-75.7134767600722,45.3617340670581
362,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Tuesday,N,Ottawa South,Ward 17 - Capital,Sector 22,9/17/2019 5:00:00 AM,9/17/2019 5:00:00 AM,2019,"GROSVENOR AVE, HOPEWELL AVE",Central,5050017.00,Morning,Shawn Menard,600,600,-75.6854154175604,45.3925764779877
363,2015,KIA MOTORS CORPORATION,OPTIMA,Automobile,WHI,,Tuesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,9/17/2019 5:00:00 AM,9/17/2019 5:00:00 AM,2019,"ROLLAND AVE, SANTA CRUZ PRIV W",East,5050011.04,Night,Marty Carr,1600,200,-75.6544572954179,45.4100172815012
364,,CATERPILLAR INC,,Other,YEL,,Friday,Y,South Keys - Heron Gate - Greenboro West,Ward 10 - Gloucester-Southgate,Sector 35,9/17/2019 5:00:00 AM,9/13/2019 5:00:00 AM,2019,"MACOUN CIRC, MACOUN CIRC",East,5050001.05,Afternoon,Jessica Bradley,1200,1600,-75.6408029750084,45.3674958687725
365,,U-HAUL CO.,,Trailer,,,Tuesday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,9/17/2019 5:00:00 AM,9/17/2019 5:00:00 AM,2019,"DOBSON LANE, MCBEAN ST",West,5050151.09,Evening,David Brown,200,2200,-75.8145526736077,45.173276267213
366,2015,MAZDA,MAZDA 3,Automobile,BLU,,Wednesday,N,West Centertown,Ward 17 - Capital,Sector 22,9/18/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"CARLING AVE, ROCHESTER ST",Central,5050019.00,Afternoon,Shawn Menard,1500,1400,-75.7056131366669,45.3985499035921
367,2009,FORD,EDGE,Suv,BLU,,Monday,N,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/18/2019 5:00:00 AM,9/16/2019 5:00:00 AM,2019,"SOVEREIGN AVE, CRAIG HENRY DR",West,5050135.01,Afternoon,Sean Devine,900,1600,-75.7575945625405,45.3345046959683
368,2015,VOLKSWAGEN,,Automobile,GRY,,Wednesday,Y,North Gower,Ward 21 - Rideau-Jock,Sector 12,9/18/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"DANBURY WAY, PRINCE OF WALES DR",West,5050200.02,Night,David Brown,0,0,-75.7136995791037,45.1428575602107
369,2002,CHEVROLET,CAVALIER,Automobile,WHI,,Tuesday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,9/18/2019 5:00:00 AM,9/17/2019 5:00:00 AM,2019,"ALENMEDE CRES, REID HAVEN RD",West,5050028.00,Evening,Theresa Kavanagh,800,2100,-75.799745997324,45.3482060546734
370,2004,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,9/19/2019 5:00:00 AM,9/19/2019 5:00:00 AM,2019,"AQUAVIEW DR, ESPRIT DR",East,5050171.10,Morning,Catherine Kitts,800,800,-75.4749649382289,45.4570374035944
371,2006,CHEVROLET,COBALT,Automobile,RED,6000,Wednesday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/19/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"BEECHCLIFFE ST, FAIR OAKS CRES E, SOVEREIGN AVE E",West,5050135.01,Evening,Sean Devine,400,2100,-75.7544269245998,45.3357438901393
372,2000,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,GRN,,Wednesday,Y,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ward 9 - Knoxdale-Merivale,Sector 15,9/19/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"FAIR OAKS CRES, FAIR OAKS CRES, FAIR OAKS CRES",West,5050135.01,Evening,Sean Devine,800,2100,-75.7567835897293,45.3360292110686
373,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/19/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"ESCADE DR, ATHENA WAY",West,5050141.08,Evening,Wilson Lo,800,2200,-75.7092976939284,45.2886475570392
374,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLK,,Wednesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/19/2019 5:00:00 AM,9/18/2019 5:00:00 AM,2019,"BEARMAN ST, ROCKY HILL DR",West,5050141.13,Evening,Wilson Lo,700,2200,-75.7089566068015,45.2672410107109
375,2015,JEEP (1989 AND AFTER),,Automobile,BLK,,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,9/19/2019 5:00:00 AM,9/19/2019 5:00:00 AM,2019,"CITYVIEW CRES N, ANTIGONISH AVE",East,5050171.05,Evening,Matthew Luloff,200,2300,-75.4747544561716,45.4875919579685
376,2012,CHEVROLET,CRUZE,Automobile,BLK,,Saturday,N,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,9/19/2019 5:00:00 AM,8/31/2019 5:00:00 AM,2019,"RICHMOND RD, HARTLEIGH AVE",West,5050031.00,Afternoon,Theresa Kavanagh,800,1400,-75.7801352842024,45.3719703376375
377,,,,Motorcycle,BLK,2200,Saturday,N,Lindenlea - New Edinburgh,Ward 13 - Rideau-Rockcliffe,Sector 25,9/19/2019 5:00:00 AM,9/14/2019 5:00:00 AM,2019,"ELMDALE AVE, ROCK AVE",Central,5050058.00,Afternoon,Rawlson King,1100,1200,-75.6755331783557,45.4459305770458
378,,,,Motorcycle,RED,,Thursday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,9/19/2019 5:00:00 AM,9/19/2019 5:00:00 AM,2019,"HURDMAN RD, ROBINSON AVE",Central,5050014.00,Evening,Stéphanie Plante,1800,1800,-75.6668396122736,45.4173058015106
379,2006,INFINITI,,Automobile,SIL,,Friday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,9/20/2019 5:00:00 AM,9/20/2019 5:00:00 AM,2019,"BURKE ST, QUEEN CHARLOTTE ST",West,5050151.03,Evening,David Brown,1900,1900,-75.8372925837446,45.182742501308
380,2008,GENERAL MOTORS CORP.,SIERRA,Truck,RED,,Saturday,Y,Briar Green - Leslie Park,Ward 8 - College,Sector 15,9/22/2019 5:00:00 AM,9/21/2019 5:00:00 AM,2019,"MORRISON DR, BASELINE RD",West,5050027.00,Morning,Laine Johnson,200,1100,-75.7943905821617,45.3385310298534
381,,,,Other,,,Saturday,N,Galetta,Ward 5 - West Carleton-March,Sector 11,9/22/2019 5:00:00 AM,9/21/2019 5:00:00 AM,2019,"KINGDON MINE RD, LOGGERS WAY",West,5050301.00,Afternoon,Clarke Kelly,1600,1500,-76.2551314612692,45.4432451995362
382,2010,MAZDA,,Automobile,GRY,,Thursday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,9/22/2019 5:00:00 AM,9/19/2019 5:00:00 AM,2019,"MALARTIC AVE, SLADEN AVE",East,5050061.00,Evening,Rawlson King,800,1800,-75.6438886778629,45.4403345442192
383,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,BLK,,Sunday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,9/23/2019 5:00:00 AM,9/22/2019 5:00:00 AM,2019,"SUNVALE WAY, VILLANDRY ST",West,5050141.09,Evening,Wilson Lo,800,2000,-75.7070323861574,45.2749141733694
384,2018,KIA MOTORS CORPORATION,SPORTAGE (SPORT UTILITY),Automobile,BLK,,Sunday,N,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,9/23/2019 5:00:00 AM,9/22/2019 5:00:00 AM,2019,"MARIER AVE, MONTREAL RD",Central,5050102.00,Afternoon,Stéphanie Plante,900,1500,-75.6612712604703,45.4361889691275
385,2011,BMW,,Automobile,BLK,,Tuesday,N,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,9/24/2019 5:00:00 AM,9/24/2019 5:00:00 AM,2019,"OTHELLO AVE, PLEASANT PARK RD",East,5050008.00,,Marty Carr,600,,-75.623219968279,45.3951878559095
386,2016,KIA MOTORS CORPORATION,RIO,Automobile,BLU,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,9/24/2019 5:00:00 AM,9/23/2019 5:00:00 AM,2019,"CARTIER ST, GLADSTONE AVE",Central,5050049.00,Evening,Ariel Troster,500,1900,-75.6856341835221,45.4154364628782
387,2011,HYUNDAI,ELANTRA,Automobile,SIL,,Monday,Y,Centrepointe,Ward 8 - College,Sector 15,9/24/2019 5:00:00 AM,9/23/2019 5:00:00 AM,2019,"PINETRAIL CRES W, WILDBRIAR WAY W",West,5050137.05,Evening,Laine Johnson,900,2000,-75.7608596590218,45.3375314656991
388,2008,CHEVROLET,,Automobile,GRY,,Tuesday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,9/24/2019 5:00:00 AM,9/24/2019 5:00:00 AM,2019,"NOTRE DAME ST, ST. JEAN ST",East,5050125.05,Afternoon,Laura Dudas,1500,1500,-75.5247158452258,45.4693891229808
389,2017,"TOYOTA/ TOYOTA MOTOR CO., LTD.",CAMRY,Automobile,GRY,,Wednesday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,9/25/2019 5:00:00 AM,9/25/2019 5:00:00 AM,2019,"ACTON ST, STATION BLVD, AVALON PL",East,5050011.04,Morning,Marty Carr,1200,1100,-75.6501511229075,45.4057167523683
390,2017,FORD,SPECIAL,Suv,WHI,,Wednesday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,9/26/2019 5:00:00 AM,9/25/2019 5:00:00 AM,2019,"HOGAN ST, MEADOWLANDS DR",West,5050131.02,Evening,Sean Devine,1000,2200,-75.7172243879553,45.3613122405316
391,2018,FORD,FUSION,Automobile,GRY,,Thursday,Y,Trend-Arlington,Ward 9 - Knoxdale-Merivale,Sector 15,9/26/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"HALLOWELL CRT, MIDLAND CRES",West,5050135.02,Night,Sean Devine,0,0,-75.7810632316739,45.3229743920865
392,2015,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,WHI,,Thursday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/26/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"CUMBERLAND ST, GEORGE ST",Central,5050053.00,,Stéphanie Plante,1100,,-75.6881536103143,45.4287886113007
393,2013,NISSAN,ALTIMA,Automobile,BLK,,Thursday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,9/26/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"NORTH RIVER RD, WASHINGTON AVE",Central,5050101.00,Night,Stéphanie Plante,0,0,-75.6683864624188,45.429438262935
394,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",4-RUNNER,Suv,GRY,,Thursday,Y,Laurentian,Ward 7 - Bay,Sector 14,9/27/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"BYRON AVE, LOCKHART AVE W",West,5050032.01,Evening,Theresa Kavanagh,800,2300,-75.773332164387,45.3786206466315
395,2014,AUDI,A4,Automobile,BLK,,Friday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,9/27/2019 5:00:00 AM,9/27/2019 5:00:00 AM,2019,"LEES AVE, 70M S OF CHAPEL CRES",Central,5050014.00,Night,Stéphanie Plante,100,100,-75.6698509656657,45.4183582670464
396,2017,LEXUS,,Suv,WHI,,Thursday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/27/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"BLUE WILLOW CRES, DES PRUCHES AVE E",East,5050125.06,Morning,Catherine Kitts,800,1000,-75.5258176272869,45.4347713341958
397,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BRN,,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,9/27/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"ARC-EN-CIEL ST, TOURELLE DR",East,5050170.08,Evening,Matthew Luloff,900,1800,-75.4830115270271,45.4672165271262
398,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,RED,,Thursday,N,Laurentian,Ward 7 - Bay,Sector 14,9/27/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"KEENAN AVE, ROWANWOOD AVE",West,5050032.02,Evening,Theresa Kavanagh,600,2300,-75.7674915128178,45.3806342451119
399,2019,LEXUS,RX300,Suv,BLK,,Thursday,Y,Hunt Club Park,Ward 10 - Gloucester-Southgate,Sector 33,9/27/2019 5:00:00 AM,9/26/2019 5:00:00 AM,2019,"BLOHM DR, KARSH DR E",East,5050001.07,Evening,Jessica Bradley,1500,2000,-75.6127254404103,45.3709419100481
400,2015,NISSAN,,Van,WHI,,Friday,Y,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,9/28/2019 5:00:00 AM,9/27/2019 5:00:00 AM,2019,"MAITLAND AVE, DUNCAN PL",West,5050025.00,Evening,Theresa Kavanagh,900,2200,-75.7568796427538,45.3745665283068
401,2000,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,DGR,,Monday,Y,Carson Grove - Carson Meadows,Ward 11 - Beacon Hill-Cyrville,Sector 32,1/1/2018 5:00:00 AM,1/1/2018 5:00:00 AM,2018,"CARVER PL, CARVER PL",East,5050122.03,,Tim Tierney,700,,-75.6285761754563,45.4332206437241
402,2010,CHEVROLET,SILVERADO,Automobile,GRY,,Monday,Y,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,1/1/2018 5:00:00 AM,1/1/2018 5:00:00 AM,2018,"DEAVY WAY, PRESTONE DR",East,5050170.03,Night,Matthew Luloff,1200,100,-75.5013695703433,45.4755402878328
403,2007,INTERNATIONAL HARVESTER CO./ CUB CADET/ CUSTOM SCO,,Truck,ONG,,Monday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,1/1/2018 5:00:00 AM,1/1/2018 5:00:00 AM,2018,"LIVERPOOL CRT, NEWMARKET ST",East,5050011.01,Night,Marty Carr,900,200,-75.6223345349606,45.4100074702185
404,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Automobile,BLU,5000,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,1/1/2018 5:00:00 AM,11/17/2017 5:00:00 AM,2018,"LICHEN AVE, SCALA AVE",East,5050171.07,Night,Catherine Kitts,1200,0,-75.473482104938,45.4627344638165
405,2003,CHEVROLET,CAVALIER,Automobile,WHI,,Tuesday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,1/2/2018 5:00:00 AM,1/2/2018 5:00:00 AM,2018,"BARNSLEY PRIV, FORWARD AVE",Central,5050046.00,Morning,Jeff Leiper,800,800,-75.7321029220527,45.4076384331492
406,2016,HYUNDAI,ACCENT,Automobile,BRN,,Saturday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,1/2/2018 5:00:00 AM,12/30/2017 5:00:00 AM,2018,"ALFRED ST, MONTREAL RD",Central,5050102.00,Morning,Stéphanie Plante,900,900,-75.6545372350364,45.4385691627444
407,2007,AUDI,Q7,Suv,BLK,,Tuesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,1/3/2018 5:00:00 AM,1/2/2018 5:00:00 AM,2018,"VICTORIA HEIGHTS CRES, GRAND AVE",East,5050123.02,Evening,Jessica Bradley,700,2000,-75.6273180870559,45.3493404163879
408,2002,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,BGE,,Sunday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,1/3/2018 5:00:00 AM,12/31/2017 5:00:00 AM,2018,"DESROSIERS, RUE ST, JEANNEVILLE PRIV",Central,5050101.00,Evening,Stéphanie Plante,1900,2300,-75.6666248249189,45.4356095518436
409,2008,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,RED,,Wednesday,Y,Vanier North,Ward 12 - Rideau-Vanier,Sector 25,1/3/2018 5:00:00 AM,1/3/2018 5:00:00 AM,2018,"DESCHAMPS AVE, OLMSTEAD ST",Central,5050101.00,Afternoon,Stéphanie Plante,1200,1200,-75.6635813885973,45.4368260014034
410,2009,GENERAL MOTORS CORP.,SIERRA,Truck,WHI,,Thursday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,1/4/2018 5:00:00 AM,1/4/2018 5:00:00 AM,2018,"ALLEN BLVD, RENE-DORE WAY",Central,5050100.00,Morning,Stéphanie Plante,1100,800,-75.6566328772235,45.4298142905701
411,2016,FORD,F150,Truck,WHI,,Wednesday,N,Greenbelt - Stony Swamp,Ward 9 - Knoxdale-Merivale,Sector 15,1/4/2018 5:00:00 AM,1/3/2018 5:00:00 AM,2018,"BRUIN RD, CEDARVIEW RD",West,5050135.02,Evening,Sean Devine,1300,2000,-75.8056439698266,45.3262630434413
412,2014,FORT SMITH CAMPER MFG. CO.,,Other,BLK,,Thursday,N,West Centertown,Ward 14 - Somerset,Sector 22,1/4/2018 5:00:00 AM,1/4/2018 5:00:00 AM,2018,"GLADSTONE AVE, ROCHESTER ST",Central,5050042.00,Afternoon,Ariel Troster,1900,1700,-75.7097343752247,45.4052825136867
413,2001,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,DGR,,Friday,Y,Centretown,Ward 14 - Somerset,Sector 23,1/5/2018 5:00:00 AM,1/5/2018 5:00:00 AM,2018,"BAY ST, GLADSTONE AVE",Central,5050039.00,Evening,Ariel Troster,1900,1800,-75.6994434473352,45.4097129326632
414,2008,,,Snowmobile,BLK,5000,Friday,N,Fitzroy,Ward 5 - West Carleton-March,Sector 11,1/7/2018 5:00:00 AM,1/5/2018 5:00:00 AM,2018,"CANON SMITH DR, GALETTA SIDE RD",West,5050301.00,Evening,Clarke Kelly,1100,2200,-76.1883737680531,45.4657843482244
415,,,,Automobile,,,Wednesday,Y,West Centertown,Ward 14 - Somerset,Sector 22,1/8/2018 5:00:00 AM,7/19/2017 5:00:00 AM,2018,"ARLINGTON AVE, CAMBRIDGE ST",Central,5050042.00,Morning,Ariel Troster,1600,800,-75.7038795363517,45.4055748018533
416,2008,"TOYOTA/ TOYOTA MOTOR CO., LTD.",YARIS,Automobile,WHI,,Monday,Y,Glebe - Dows Lake,Ward 17 - Capital,Sector 22,1/8/2018 5:00:00 AM,1/8/2018 5:00:00 AM,2018,"BANK ST, FIFTH AVE",Central,5050018.00,Night,Shawn Menard,100,100,-75.6875983827223,45.4016238201436
417,2012,CHEVROLET,EQUINOX,Automobile,RED,,Tuesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,1/9/2018 5:00:00 AM,1/9/2018 5:00:00 AM,2018,"BALLANTYNE DR, UNICORN AVE",East,5050170.13,Night,Matthew Luloff,200,200,-75.4656492035442,45.4694111568091
418,2016,NISSAN,ROGUE,Automobile,BLK,30000,Tuesday,Y,Centretown,Ward 14 - Somerset,Sector 23,1/9/2018 5:00:00 AM,1/9/2018 5:00:00 AM,2018,"ALBERT ST, BANK ST",Central,5050048.00,Evening,Ariel Troster,200,1800,-75.700291597809,45.4199385961913
419,2009,"TOYOTA/ TOYOTA MOTOR CO., LTD.",SIENNA (VAN),Truck,RED,8000,Monday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,1/9/2018 5:00:00 AM,1/8/2018 5:00:00 AM,2018,"HELEN RAPP WAY,SILVERBELL CRES,KELLY FARM DR",East,5050126.03,Evening,Steve Desroches,900,2100,-75.5981934338445,45.3141012976222
420,2018,SUBARU,FORRESTER,Automobile,WHI,,Friday,Y,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,Ward 9 - Knoxdale-Merivale,Sector 17,1/10/2018 5:00:00 AM,11/17/2017 5:00:00 AM,2018,"ENTERPRISE AVE, TRADE ST",West,5050130.01,Morning,Sean Devine,1100,800,-75.7240504181965,45.3290264520408
421,,CATERPILLAR INC,,Other,,30000,Friday,N,Rothwell Heights - Beacon Hill North,Ward 11 - Beacon Hill-Cyrville,Sector 32,1/12/2018 5:00:00 AM,12/29/2017 5:00:00 AM,2018,"CANOTEK RD, CANOTEK RD",East,5050120.02,Evening,Tim Tierney,1500,2300,-75.5829982915207,45.4557983201534
422,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,BLK,,Thursday,Y,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Ward 9 - Knoxdale-Merivale,Sector 17,1/12/2018 5:00:00 AM,1/11/2018 5:00:00 AM,2018,"CHESTERTON DR, WOODMOUNT CRES E",West,5050131.01,Evening,Sean Devine,600,2100,-75.7241568050024,45.3524212168674
423,1999,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TERCEL,Automobile,GRN,1000,Saturday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,1/13/2018 5:00:00 AM,1/13/2018 5:00:00 AM,2018,"FRIEL ST, RIDEAU ST",Central,5050053.00,,Stéphanie Plante,,,-75.6824343949772,45.4301336035967
424,2015,DODGE,,Van,BLU,,Saturday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,1/13/2018 5:00:00 AM,1/13/2018 5:00:00 AM,2018,"NAVAHO DR, DEERFIELD DR",West,5050133.00,Evening,Laine Johnson,1900,1800,-75.7551282520359,45.3531597202209
425,2013,SUBARU,FORRESTER,Automobile,GRY,,Sunday,Y,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,1/14/2018 5:00:00 AM,1/14/2018 5:00:00 AM,2018,"RANCHWOOD WAY, SABLEWOOD PL CENTRAL",East,5050125.09,Morning,Laura Dudas,1100,1000,-75.530639029494,45.4468891064318
426,2008,NISSAN,ALTIMA,Automobile,SIL,,Sunday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,1/14/2018 5:00:00 AM,1/14/2018 5:00:00 AM,2018,"SOMERO PRIV E, TAPIOLA CRES",East,5050001.05,Evening,Jessica Bradley,200,2200,-75.63742600297,45.3652729791888
427,1997,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,GRY,,Monday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,1/15/2018 5:00:00 AM,1/15/2018 5:00:00 AM,2018,"D'ORLEANS BLVD, TIMOTHY CRT",East,5050124.04,Evening,Laura Dudas,1800,1800,-75.5364167612416,45.4769572923674
428,2016,FORD,,Automobile,WHI,,Friday,Y,Carson Grove - Carson Meadows,Ward 13 - Rideau-Rockcliffe,Sector 32,1/15/2018 5:00:00 AM,1/12/2018 5:00:00 AM,2018,"MONTREAL RD, BATHGATE DR, BURMA RD",East,5050062.01,Afternoon,Rawlson King,1100,1700,-75.6252678619381,45.4472545451567
429,2009,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Sunday,Y,Hunt Club East - Western Community,Ward 16 - River,Sector 35,1/15/2018 5:00:00 AM,1/14/2018 5:00:00 AM,2018,"PAUL ANKA DR, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,600,2200,-75.6748465514265,45.349135782022
430,2003,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,BLU,,Wednesday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,1/18/2018 5:00:00 AM,1/17/2018 5:00:00 AM,2018,"BARNSLEY PRIV, FORWARD AVE",Central,5050046.00,Evening,Jeff Leiper,1300,1800,-75.7321029220527,45.4076384331492
431,2003,ACURA,MDX,Suv,BLK,,Wednesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,1/19/2018 5:00:00 AM,1/17/2018 5:00:00 AM,2018,LAGAN WAY: SHORE ST,East,5050011.01,Afternoon,Marty Carr,1300,1300,-75.6294536631965,45.4130203263583
432,2010,CHEVROLET,MALIBU,Automobile,SIL,,Friday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,1/19/2018 5:00:00 AM,1/19/2018 5:00:00 AM,2018,"HOGARTH AVE W, BANNON WAY W",East,5050123.02,Evening,Jessica Bradley,200,1800,-75.6291356864579,45.3450273079929
433,2014,"HONDA/AMERICAN HONDA MOTOR CO.,",ODYSSEY(MINIVAN),Van,BLK,,Saturday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,1/20/2018 5:00:00 AM,1/20/2018 5:00:00 AM,2018,"DR. NEELIN DR, MOORE ST",West,5050151.03,Evening,David Brown,200,2000,-75.8409712169881,45.200609177508
434,,KUBOTA TRACTOR CORP.,,Other,YELONG,45000,Friday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,1/20/2018 5:00:00 AM,1/19/2018 5:00:00 AM,2018,"SANFORD FLEMING AVE, STEAMLINE ST",East,5050011.01,Afternoon,Marty Carr,1300,1400,-75.6558376833827,45.413195245159
435,2011,FORD,,Van,,,Monday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,1/22/2018 5:00:00 AM,1/22/2018 5:00:00 AM,2018,"INNES RD, LAMARCHE AVE",East,5050125.06,Afternoon,Catherine Kitts,1700,1700,-75.5247529899404,45.447607464408
436,2014,BMW,200,Automobile,BLK,,Sunday,Y,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,1/22/2018 5:00:00 AM,1/21/2018 5:00:00 AM,2018,"BRIGHAM WAY, HANK RIVERS DR S",East,5050123.02,Afternoon,Jessica Bradley,700,1700,-75.6362835604113,45.3537347030968
437,2016,"TOYOTA/ TOYOTA MOTOR CO., LTD.",COROLLA,Automobile,DGR,,Monday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,1/23/2018 5:00:00 AM,1/22/2018 5:00:00 AM,2018,"HIGHWAY 417, HWY 417 INNES IC112R54",East,5050122.02,Evening,Tim Tierney,1100,1800,-75.6137491758738,45.4179107536486
